Sample;Year;Year_Season;Copepod;Amphipod;Ostracod;Pteropod;Cheatognath;Time_sp;ice_concentration;temp_air;v_winds;u_winds;v_ice;u_ice;pressure_atm;SST;SSS;u_currents;v_currents;ice_distance;chla_sat;AMO;A0;NAO;Seasonal_var;Tot_flux;CaCO3;Psi;POC;PON;15N;13C;Season
2012-10-31;2012;2012;165,4;12,2;11,46666667;111,2666667;0;4444;0,277419355;-7,521612903;-2,716451613;-2,436451613;-1636,716129;-566,1096774;995,9096774;NaN;NaN;NaN;NaN;52,87630574;NaN;0,153;-0,93;-0,255;3,85326614;16,33779499;10,81925542;0,692567946;1,478144;0,201762133;NaN;NaN;Faller
2012-11-30;2012;2012;49,16129032;5,161290323;4,774193548;655,0322581;0;4474;6,31875;-9,69875;0,586875;-1,020625;-8093,6625;-2229,134375;999,54375;NaN;NaN;NaN;NaN;21,58441978;NaN;0,1345;-1,1795;0,84;1,288999481;36,90525474;27,41025233;0,168890279;1,430984946;0,303434323;NaN;NaN;Faller
2012-12-31;2012;2013;39,48387097;3,290322581;8,258064516;276,5806452;0;4505;1,2375;-6,993125;-0,49;-0,25;-2726,653125;-1056,7375;990,40625;NaN;NaN;NaN;NaN;33,39678906;NaN;0,1215;-0,8085;0,41;1,376909225;28,67046528;21,56215776;0,276048759;1,694265806;0,405012645;NaN;NaN;Winter
2013-01-31;2013;2013;16,57142857;1;4;114,2142857;0;4536;1,914285714;-10,67448276;-1,059655172;-1,793793103;-961,3965517;-81,02413793;998,6965517;NaN;NaN;NaN;NaN;33,29113623;NaN;0,1365;-2,096;-2,005;3,85326614;9,607549121;3,250034175;0,26148661;1,079314286;0,211181714;NaN;NaN;Winter
2013-02-28;2013;2013;19,5483871;2,387096774;6,709677419;5,677419355;3,225806452;4564;0;-10,8834375;-1,9259375;-5,3496875;0;0;1009,8375;NaN;NaN;NaN;NaN;44,32392802;NaN;0,147;-1,4315;-1,86;8,239030269;11,42764591;5,224882568;0,179458541;2,133347097;0,370638452;NaN;NaN;Winter
2013-03-31;2013;2013;130,1333333;7,6;18,4;5,866666667;34,53333333;4595;2,725;-10,749375;-0,32125;-5,39125;-1112,325;-714,9;1000,01875;NaN;NaN;NaN;NaN;26,14023989;0,175617546;0,136;0,322;0,03;12,159346;20,69863063;2,655302489;0,28989466;7,336021333;1,019335111;NaN;NaN;Spring
2013-04-15;2013;2013;31,2;3,333333333;6,133333333;0;22;4610;1,675;-6,493333333;0,266666667;-3,894666667;-1032,2;-675,5333333;990;NaN;NaN;NaN;NaN;26,49263124;0,260093898;0,1185;0,408;0,63;14,65722523;40,79502222;3,697777778;0,291570985;20,56436622;2,420679111;NaN;NaN;Spring
2013-04-30;2013;2013;52,6;3,4;9,6;0,6;31,8;4625;0;-3,613636364;-0,588181818;-2,030909091;-260,0090909;-118,9090909;995,8545455;NaN;NaN;NaN;NaN;32,85574294;0,724082887;0,101;0,494;1,23;16,48842958;39,31093333;5,230933333;0,370679711;18,65557333;2,841685333;NaN;NaN;Spring
2013-05-10;2013;2013;53;10,4;7,8;0,6;4;4635;0;-2,711818182;0,352727273;0,603636364;542,4272727;39,39090909;1006,427273;NaN;NaN;NaN;NaN;23,31781774;0,617576301;0,0735;0,5215;1,315;17,83919422;6,301866667;1,450666667;0,319767977;2,692181333;0,3647744;NaN;NaN;Spring
2013-05-20;2013;2013;39,63636364;11,63636364;10,90909091;0,181818182;2,363636364;4645;1,733333333;-2,246666667;0,123333333;-1,444166667;-991,1666667;-830,7916667;1003,541667;NaN;NaN;NaN;NaN;39,83808334;1,618402243;0,046;0,549;1,4;19,09016994;6,307878788;0,903757576;0,901251438;2,844334545;0,508613818;NaN;NaN;Spring
2013-05-31;2013;2013;30,4;6,4;15,4;0,2;3,2;4656;9,966666667;-0,851818182;3,228181818;0,918181818;-1118,945455;1124,272727;1000,527273;NaN;NaN;NaN;NaN;19,52296619;4,095395565;0,046;0,549;1,4;19,97743394;6,906666667;1,4336;0,68627703;3,10624;0,5072256;NaN;NaN;Spring
2013-06-10;2013;2013;53;5,4;8;0;1;4666;31,5;-0,509090909;3,441818182;0,248181818;-863,0090909;2810,381818;992,3909091;NaN;NaN;NaN;NaN;0;2,260855198;0,118;0,269;1,96;20,5993269;4,6336;0,64;0,435748323;2,035328;0,2854848;NaN;NaN;Spring
2013-06-20;2013;2013;39,6;16,6;9,8;0;2,4;4676;27,5;0,228181818;0,202727273;3,508181818;2104,918182;972,6727273;993,0181818;NaN;NaN;NaN;NaN;0,740100893;1,260931134;0,19;-0,011;2,52;20,9374658;9,538666667;1,269333333;0,396105798;2,955136;0,503880533;NaN;NaN;Summer
